SK_ID_CURR,TARGET,CODE_GENDER,AMT_CREDIT,AMT_GOODS_PRICE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_ID_PUBLISH,OCCUPATION_TYPE,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,FLOORSMAX_AVG,FLOORSMAX_MODE,FLOORSMAX_MEDI,TOTALAREA_MODE,DAYS_LAST_PHONE_CHANGE
159432,0,F,2250000.0,2250000.0,Commercial associate,Secondary / secondary special,-19540,-3059,-2972,Accountants,1,1,Business Entity Type 3,,0.6894480455444271,0.4614823912998385,0.1667,0.1667,0.1667,0.1097,-2541.0
159433,0,M,675000.0,675000.0,State servant,Incomplete higher,-13363,-5536,-4420,Managers,2,2,Emergency,,0.7416224925939265,0.4614823912998385,,,,,-2752.0
159434,0,M,157500.0,157500.0,Working,Secondary / secondary special,-14052,-2096,-1172,Laborers,2,2,Business Entity Type 3,,0.6195125300023128,0.7610263695502636,0.3333,0.3333,0.3333,0.3482,-463.0
159435,0,M,500211.0,463500.0,Commercial associate,Secondary / secondary special,-12282,-407,-4114,Laborers,2,2,Business Entity Type 3,,0.5629508509190155,0.434733248750173,,,,,-2193.0
159436,1,F,864000.0,864000.0,Working,Secondary / secondary special,-19381,-5722,-2801,Cooking staff,2,2,Self-employed,,0.5467869696283774,0.6801388218428291,,,,,-1191.0
159437,0,M,900000.0,900000.0,Working,Secondary / secondary special,-13027,-1900,-3301,Drivers,3,3,Business Entity Type 3,,0.1709237860202455,,0.1667,0.1667,0.1667,0.0782,-708.0
159438,0,M,840780.0,751500.0,Working,Secondary / secondary special,-17771,-3281,-1313,,2,2,School,,0.3089094955965518,,,,,,-1104.0
159440,0,F,904500.0,904500.0,Commercial associate,Secondary / secondary special,-15348,-997,-3991,Laborers,2,2,Self-employed,0.6234456831875194,0.5943794494059238,0.6817058776720116,0.1667,0.1667,0.1667,0.0509,-705.0
159441,0,F,284400.0,225000.0,Pensioner,Secondary / secondary special,-17899,365243,-1443,,2,2,XNA,,0.5156594164487371,0.6817058776720116,,,,,-445.0
159442,0,F,790434.0,706500.0,Working,Secondary / secondary special,-17642,-2841,-1077,Managers,2,2,Business Entity Type 3,,0.59312407329699,0.4776491548517548,,,,,-2044.0
159443,0,F,1056447.0,922500.0,State servant,Higher education,-18635,-10314,-2175,Accountants,2,2,Construction,,0.6937762051997541,0.2707073872651806,0.375,0.375,0.375,0.1085,-1237.0
159444,0,F,1078200.0,900000.0,Working,Secondary / secondary special,-13867,-1165,-3276,Core staff,2,2,Self-employed,0.4950152902184359,0.5994357331161316,0.2764406945454034,,,,,-537.0
159446,1,F,225000.0,225000.0,Working,Secondary / secondary special,-11019,-1974,-1882,Cooking staff,2,2,Business Entity Type 3,,0.2785315880438567,0.8435435389318647,,,,,-1793.0
159447,0,F,971280.0,900000.0,State servant,Secondary / secondary special,-14863,-201,-4444,Cooking staff,2,2,Construction,0.4070996105853108,0.3072686446039084,0.6528965519806539,0.0417,0.0417,0.0417,0.0155,-1914.0
159448,1,M,540000.0,540000.0,Working,Secondary / secondary special,-17782,-1146,-1313,Drivers,2,2,Business Entity Type 3,,0.5004829701963625,0.3622772470384314,,,,,-1099.0
159450,0,F,135000.0,135000.0,Working,Higher education,-10343,-295,-3001,Managers,3,3,University,0.3523125277958705,0.12848111925583,,0.0833,0.0833,0.0833,0.0207,-151.0
159451,0,F,536917.5,463500.0,Commercial associate,Secondary / secondary special,-11335,-139,-4021,Sales staff,2,2,Kindergarten,,0.6419628884183587,0.363945238612397,0.1667,0.1667,0.1667,0.072,0.0
159452,0,F,263686.5,238500.0,Pensioner,Secondary / secondary special,-20193,365243,-3338,,3,3,XNA,,0.4648422577118532,0.5919766183185521,,,,,-883.0
159453,0,F,1515415.5,1354500.0,Working,Secondary / secondary special,-16704,-1590,-258,Laborers,1,1,Business Entity Type 2,0.6964851610062527,0.6117925155104974,0.4974688893052743,0.0833,0.0833,0.0833,0.0188,-362.0
159454,0,M,157500.0,157500.0,Commercial associate,Secondary / secondary special,-8584,-314,-1249,Drivers,2,2,Government,,0.3852548564174748,,,,,,-126.0
159455,1,F,1078200.0,900000.0,Working,Lower secondary,-14390,-5919,-5276,Core staff,2,2,Kindergarten,,0.7047203311505799,0.2044226253763287,0.0417,0.0417,0.0417,0.0143,-1070.0
159456,0,M,376956.0,333000.0,Working,Secondary / secondary special,-14011,-579,-4454,Laborers,2,2,Industry: type 6,0.1950105256744542,0.6501930508718695,0.4866531565147181,0.125,0.125,0.125,0.0251,-1339.0
159457,0,F,364500.0,364500.0,Working,Higher education,-12615,-240,-1977,Core staff,2,2,Other,0.4257537092957674,0.7868695785702013,0.4596904504249018,,,,,-1370.0
159458,0,F,524403.0,495000.0,Working,Secondary / secondary special,-19646,-4166,-3111,Accountants,2,2,Trade: type 3,0.8053535434846305,0.7321430221375426,0.5154953751603267,,,,0.0121,-813.0
159459,0,F,314100.0,225000.0,Working,Lower secondary,-9397,-1698,-2015,Medicine staff,2,2,Medicine,,0.2328438346228017,,,,,,-1246.0
159461,0,F,1350000.0,1350000.0,Commercial associate,Higher education,-13592,-6958,-2136,Core staff,2,2,School,0.6674845630595335,0.5362221028066283,0.7136313997323308,,,,0.0482,-973.0
159462,0,M,625536.0,540000.0,Commercial associate,Incomplete higher,-16907,-1588,-453,Managers,1,1,Business Entity Type 3,,0.7896470865991769,0.6894791426446275,0.2917,0.2917,0.2917,0.3704,-1358.0
159463,0,M,1236816.0,1080000.0,Working,Secondary / secondary special,-19324,-979,-2861,Laborers,2,2,Transport: type 2,,0.4853875669738594,,0.0417,0.0417,0.0417,0.01,-715.0
159464,0,F,679500.0,679500.0,State servant,Secondary / secondary special,-14188,-6672,-4908,Medicine staff,2,2,Medicine,0.6687762045551358,0.2115128260178818,0.4632753280912678,0.0833,0.0833,0.0833,0.0351,-1473.0
159465,0,F,922500.0,922500.0,Working,Secondary / secondary special,-18081,-7146,-1620,Medicine staff,2,2,Medicine,,0.7416392531792353,0.7503751495159068,,,,,-1761.0
159466,0,F,71955.0,67500.0,Pensioner,Secondary / secondary special,-22350,365243,-5024,,2,2,XNA,,0.1913193980018614,0.6832688314232291,0.0417,0.0417,0.0417,0.0078,-725.0
159467,0,F,314100.0,225000.0,Commercial associate,Secondary / secondary special,-14769,-1058,-4544,Laborers,2,2,Trade: type 3,,0.5390053056755895,0.7165702448010511,,,,,0.0
159468,0,F,1125000.0,1125000.0,Commercial associate,Higher education,-16237,-1085,-3941,Sales staff,2,2,Trade: type 3,0.6035156938067918,0.6117717408912517,0.0720131886405828,,,,,-875.0
159469,0,F,1546020.0,1350000.0,State servant,Secondary / secondary special,-13971,-5911,-1316,Medicine staff,1,1,Medicine,0.402276165045959,0.4564809865051654,,,,,,0.0
159470,0,F,900000.0,900000.0,Working,Secondary / secondary special,-18584,-1664,-1687,Managers,2,2,Kindergarten,0.7766009414089869,0.6407607402648732,0.4596904504249018,0.3333,0.3333,0.3333,0.0744,-1195.0
159471,0,F,247500.0,247500.0,Working,Incomplete higher,-19983,-3883,-3528,,2,2,Other,,0.6193888129118037,0.6925590674998008,0.1667,0.1667,0.1667,0.0722,-584.0
159472,0,F,807984.0,697500.0,Working,Secondary / secondary special,-14822,-2525,-4307,Laborers,2,2,Self-employed,,0.7685426533889214,0.8245949709919925,0.3333,0.3333,0.3333,0.0971,-2561.0
159473,0,F,521280.0,450000.0,State servant,Secondary / secondary special,-14695,-2616,-5531,Managers,2,2,Government,0.5005199307294839,0.6390172590892139,0.511891801533151,,,,,-1671.0
159474,0,M,891072.0,720000.0,Working,Secondary / secondary special,-15999,-3924,-4213,Drivers,3,3,Business Entity Type 3,0.3322968204007828,0.3585584399351724,0.6279908192952864,0.3333,0.3333,0.3333,0.2685,0.0
159476,0,F,773680.5,679500.0,Pensioner,Higher education,-20384,365243,-1152,,1,1,XNA,,0.6468734255210871,0.3344541255096772,0.5417,0.5417,0.5417,0.0659,-451.0
159477,0,F,178290.0,157500.0,Pensioner,Secondary / secondary special,-22668,365243,-3900,,2,2,XNA,,0.3065383538273136,0.6738300778602003,,,,,0.0
159478,1,M,811017.0,751500.0,Working,Secondary / secondary special,-14303,-467,-5103,,1,1,Other,,0.5106771072559863,0.4722533429586386,0.0833,0.0833,0.0833,0.0281,-3027.0
159479,0,F,1057266.0,945000.0,Pensioner,Higher education,-21449,365243,-4943,,1,1,XNA,0.7314925911259549,0.714970522729174,0.2692857999073816,,,,,-486.0
159480,0,F,180000.0,180000.0,Working,Secondary / secondary special,-9648,-845,-1091,Laborers,2,2,Business Entity Type 3,,0.2810697682607165,0.3622772470384314,0.1667,0.1667,0.1667,0.0587,-133.0
159482,0,F,675000.0,675000.0,Commercial associate,Higher education,-12908,-4834,-2218,Core staff,2,2,Government,0.3727118046546539,0.6093435298473515,0.0795864361598616,,,,,-1221.0
159484,0,F,1443150.0,1327500.0,Pensioner,Higher education,-23404,365243,-4576,,3,3,XNA,0.8960367456456413,0.5757004492446836,0.7252764347002191,0.1667,0.1667,0.1667,0.0671,-299.0
159485,0,M,521280.0,450000.0,Commercial associate,Incomplete higher,-13209,-374,-4503,,2,2,Business Entity Type 3,0.2385392082914416,0.6700540953609695,0.6109913280868294,0.125,0.125,0.125,0.0335,-814.0
159486,0,F,781920.0,675000.0,Pensioner,Secondary / secondary special,-22274,365243,-4605,,2,2,XNA,,0.6915743553694702,0.4507472818545589,0.1667,0.1667,0.1667,0.052,-312.0
159487,1,M,269550.0,225000.0,State servant,Secondary / secondary special,-12273,-1151,-2209,,2,2,Government,0.197847066350287,0.1915868189587633,0.133429254467317,,,,,0.0
159488,0,M,900000.0,900000.0,Working,Secondary / secondary special,-14570,-272,-5078,Laborers,2,2,Self-employed,,0.2658235586137088,0.7324033228040929,,,,,0.0
159489,0,F,547344.0,472500.0,Pensioner,Secondary / secondary special,-21765,365243,-4851,,3,3,XNA,0.7983244282001468,0.5752516940702392,0.6058362647264226,0.1667,0.1667,0.1667,0.0498,-267.0
159490,0,F,979992.0,702000.0,Commercial associate,Higher education,-12508,-2366,-4254,Core staff,2,2,Government,0.6627218030922771,0.6597204256526884,0.375711009574066,,,,,-1049.0
159491,0,F,566055.0,472500.0,Commercial associate,Secondary / secondary special,-10232,-195,-2902,Sales staff,2,2,Self-employed,0.3511656669615281,0.5703609409196148,0.3490552510751822,,,,,-1769.0
159492,0,M,1546020.0,1350000.0,Commercial associate,Higher education,-12465,-3913,-4152,Drivers,2,2,Business Entity Type 3,0.3708949540594249,0.5819376798417124,0.3360615207658242,0.0417,0.0417,0.0417,0.0206,-838.0
159493,0,F,632664.0,540000.0,Commercial associate,Secondary / secondary special,-14667,-1422,-5816,Sales staff,2,2,Business Entity Type 3,0.457490404076995,0.3831646820638104,0.1997705696341145,0.3333,0.3333,0.3333,0.3243,0.0
159495,0,F,403330.5,333000.0,Commercial associate,Secondary / secondary special,-14385,-2725,-4539,Managers,3,3,Trade: type 7,0.2771110944164595,0.6019953249522437,0.3217352821966848,,,,,-1684.0
159496,0,F,526491.0,454500.0,Working,Secondary / secondary special,-17981,-5065,-1516,Laborers,2,2,Business Entity Type 1,,0.0604610447366213,0.2707073872651806,0.0833,0.0833,0.0833,0.0213,-1068.0
159497,0,F,949500.0,949500.0,Pensioner,Secondary / secondary special,-22393,365243,-4668,,2,2,XNA,,0.5070209159772103,0.7610263695502636,,,,,-402.0
159498,0,F,135000.0,135000.0,Commercial associate,Higher education,-7788,-574,-462,Core staff,2,2,Bank,0.642099583498951,0.6716330567127963,0.3589512285783967,0.1667,0.1667,0.1667,0.0811,-731.0
159499,0,M,1023966.0,733500.0,Commercial associate,Higher education,-15171,-1811,-3926,Managers,1,1,Transport: type 4,,0.5758500066079526,0.4812493411434029,0.1458,0.0,0.1458,0.0506,0.0
159500,0,F,501363.0,418500.0,Working,Secondary / secondary special,-10557,-1661,-255,Private service staff,2,2,Services,0.3545243685097884,0.5358250910109325,,0.1667,0.1667,0.1667,0.049,-905.0
159501,0,F,1037128.5,927000.0,Working,Higher education,-19319,-2520,-1618,Accountants,2,2,Business Entity Type 1,,0.718048682281308,,,,,0.0,-2366.0
159502,1,M,225000.0,225000.0,State servant,Secondary / secondary special,-8494,-1171,-616,Laborers,1,1,Housing,0.1779791514814051,0.3780045242650686,0.1884895337951677,0.3333,0.3333,0.3333,0.077,-275.0
159503,0,M,1006920.0,900000.0,Working,Secondary / secondary special,-10455,-1378,-3122,Laborers,2,2,Government,0.3136371993454285,0.6918914400539575,0.5971924268337128,,,,,0.0
159505,0,M,81549.0,76500.0,Working,Secondary / secondary special,-15376,-1687,-4587,,3,3,Government,,0.3734498561429333,0.622922000268356,,,,,0.0
159506,0,M,512064.0,360000.0,Working,Secondary / secondary special,-18513,-2470,-2065,Drivers,2,2,Industry: type 9,,0.4794415525441026,0.807273923277881,0.0417,0.0417,0.0417,0.0149,-1.0
159507,0,M,327024.0,270000.0,Commercial associate,Secondary / secondary special,-18137,-137,-1693,Core staff,1,1,Business Entity Type 3,0.7082110811649945,0.2911814025976422,,0.1667,0.1667,0.1667,0.0462,-5.0
159508,0,M,450000.0,450000.0,Working,Secondary / secondary special,-12809,-762,-3855,Laborers,2,2,Transport: type 4,,0.2759376186538779,,,,,,-366.0
159509,0,F,1006920.0,900000.0,Working,Secondary / secondary special,-15949,-217,-2061,Managers,2,2,Self-employed,,0.5771206807164158,,,,,,-2776.0
159510,0,M,2013840.0,1800000.0,Pensioner,Higher education,-23208,365243,-4053,,2,2,XNA,,0.1922379420605744,0.7922644738669378,0.375,0.375,0.375,0.1659,0.0
159511,0,M,1288350.0,1125000.0,Working,Higher education,-20588,-1079,-4146,,2,2,Business Entity Type 2,0.5349391995850661,0.7066868347318198,,0.1667,0.1667,0.1667,0.0925,-656.0
159513,0,F,202500.0,202500.0,Commercial associate,Higher education,-10113,-516,-422,,2,2,Business Entity Type 2,,0.6340186846867513,0.1575949986663102,0.3333,0.3333,0.3333,0.1725,-1035.0
159514,0,F,327024.0,270000.0,Working,Higher education,-18276,-1146,-1807,,3,3,Medicine,,0.0282473488297068,0.2881295999178507,,,,,0.0
159515,0,F,1288350.0,1125000.0,Working,Secondary / secondary special,-16706,-1268,-258,Sales staff,1,1,Self-employed,,0.6693962684094238,0.6212263380626669,0.3333,0.3333,0.3333,0.3996,-737.0
159516,0,F,1125000.0,1125000.0,Commercial associate,Higher education,-12540,-411,-2855,Sales staff,2,2,Business Entity Type 3,,0.7578417296567665,0.6512602186973006,0.1667,0.1667,0.1667,0.0741,-587.0
159517,0,M,868797.0,702000.0,Commercial associate,Secondary / secondary special,-16170,-960,-4628,Drivers,2,2,Business Entity Type 2,,0.5900861328254527,0.191821602413606,,,,,-835.0
159518,0,F,398016.0,360000.0,Commercial associate,Secondary / secondary special,-15461,-1137,-4275,Sales staff,2,2,Business Entity Type 2,0.391729977889469,0.6470332546050739,0.4206109640437848,0.1667,0.1667,0.1667,0.0613,-2038.0
159519,0,F,1356133.5,1215000.0,Pensioner,Higher education,-23749,365243,-4094,,2,2,XNA,,0.66426601844084,0.6363761710860439,0.1667,0.1667,0.1667,0.0517,-1471.0
159520,0,M,359725.5,297000.0,Working,Secondary / secondary special,-11223,-3639,-3651,Laborers,2,2,Industry: type 5,,0.4644397306311482,0.8050196619153701,0.3333,0.3333,0.3333,0.4969,0.0
159521,1,M,640080.0,450000.0,Working,Secondary / secondary special,-10099,-1620,-2767,,2,2,Self-employed,0.1511656364682604,0.5810116981053661,,0.125,0.125,0.125,0.0908,-2237.0
159523,0,F,312840.0,247500.0,Working,Higher education,-18713,-1266,-2249,Laborers,2,2,Industry: type 11,0.7637357216912375,0.7891308353444949,0.4561097392782771,0.1667,0.1667,0.1667,0.0567,-2316.0
159525,0,F,490536.0,405000.0,State servant,Higher education,-13714,-811,-2009,Core staff,3,3,School,0.7086657131341251,0.3124686919515217,0.4543210601605785,,,,,-1555.0
159527,0,F,202500.0,202500.0,Working,Secondary / secondary special,-16892,-5379,-439,,3,3,Government,,0.4174755732849506,0.1368005219117748,,,,,-1972.0
159529,0,F,755190.0,675000.0,Commercial associate,Secondary / secondary special,-10470,-3178,-1336,Private service staff,2,2,Services,,0.6396021898119644,,0.1667,0.1667,0.1667,0.0597,-1635.0
159530,0,F,585000.0,585000.0,Working,Higher education,-11529,-2612,-3553,Waiters/barmen staff,1,1,Business Entity Type 3,0.7183787348787348,0.6865236222491687,0.4956658291397297,,,,,-789.0
159531,0,M,521280.0,450000.0,Working,Secondary / secondary special,-12958,-1103,-4621,,2,2,Industry: type 9,0.488893380716676,0.3373437203234096,0.0005272652387098,,,,,-794.0
159532,0,F,327024.0,270000.0,Working,Higher education,-11703,-1614,-3280,Sales staff,2,2,Self-employed,0.2126888339831021,0.5886360509110911,0.3312508645909018,0.0417,0.0417,0.0417,0.0117,-161.0
159533,0,F,199008.0,180000.0,Pensioner,Secondary / secondary special,-21896,365243,-4565,,3,3,XNA,,0.1687440464713901,,,,,,0.0
159534,0,M,900000.0,900000.0,Commercial associate,Secondary / secondary special,-10672,-1520,-1512,Drivers,3,3,Self-employed,0.2486624644589296,0.4743355159238976,,,,,,-1037.0
159535,0,F,450000.0,450000.0,Pensioner,Secondary / secondary special,-21371,365243,-4645,,2,2,XNA,,0.6876190998860202,0.7713615919194317,,,,,-268.0
159536,0,F,720000.0,720000.0,Commercial associate,Secondary / secondary special,-18332,-4827,-1885,Laborers,2,2,Business Entity Type 3,,0.6235607390174353,0.6690566947824041,0.1667,0.1667,0.1667,0.0552,-1627.0
159537,0,F,90000.0,90000.0,Working,Higher education,-8542,-663,-673,Waiters/barmen staff,2,2,Restaurant,0.3720837559411773,0.5500255202040473,,0.125,0.0833,0.125,0.0517,-272.0
159538,0,F,545040.0,450000.0,Working,Secondary / secondary special,-11406,-432,-2015,Laborers,2,2,Industry: type 3,0.290456427829158,0.5036045052869237,0.2985949897873972,,,,,-496.0
159539,0,F,508495.5,454500.0,Working,Secondary / secondary special,-16341,-6672,-4084,Core staff,2,2,Police,0.2203431777159766,0.494666395750855,0.6940926425266661,0.1667,0.1667,0.1667,0.0737,-259.0
159540,0,F,1147500.0,1147500.0,Working,Higher education,-14306,-7705,-3598,Core staff,2,2,School,,0.7330683095694677,0.5567274263630174,,,,,-984.0
159541,0,F,232438.5,211500.0,Pensioner,Secondary / secondary special,-24794,365243,-4210,,2,2,XNA,,0.1078258021059573,,0.3333,0.3333,0.3333,0.2198,-53.0
159542,0,M,343800.0,225000.0,Working,Secondary / secondary special,-11359,-922,-3888,Laborers,2,2,Construction,,0.4185395498441033,0.2793353208976285,,,,,-255.0
159543,1,M,254700.0,225000.0,Pensioner,Secondary / secondary special,-23964,365243,-4202,,3,3,XNA,,0.1582991364620886,0.5832379256761245,,,,,0.0
159544,0,M,314055.0,238500.0,Working,Higher education,-19391,-3218,-2889,,3,3,School,,0.2820074981184285,0.7636399214572418,,,,,-1241.0
159545,0,F,754740.0,630000.0,Working,Secondary / secondary special,-14155,-780,-4714,Sales staff,3,3,Self-employed,0.7560756190695693,0.5614599609088818,0.8193176922872417,0.3333,0.3333,0.3333,0.1828,-1771.0
159546,0,M,446292.0,364500.0,Commercial associate,Lower secondary,-13177,-2583,-4951,Laborers,2,2,Business Entity Type 3,0.1796861367043211,0.3511693918153864,,,,,,-1.0
159548,0,M,490495.5,454500.0,Commercial associate,Secondary / secondary special,-12827,-2697,-3942,Security staff,2,2,Security,,0.7260445114078177,0.6058362647264226,0.1667,0.1667,0.1667,0.0669,-1477.0
159549,0,F,688500.0,688500.0,Working,Secondary / secondary special,-17683,-663,-1244,Medicine staff,2,2,Medicine,,0.2481907043375093,0.7324033228040929,0.1667,0.1667,0.1667,0.1713,-86.0
159550,0,M,180000.0,180000.0,Working,Secondary / secondary special,-8403,-206,-1088,,2,2,Business Entity Type 3,,0.3558370887747341,0.4170996682522097,,,,,0.0
159551,0,F,1314117.0,1147500.0,Working,Secondary / secondary special,-14112,-2516,-4325,Managers,2,2,Self-employed,0.6827677683494633,0.6703827595648932,0.7091891096653581,0.3333,0.3333,0.3333,0.0601,-2334.0
159552,0,F,544491.0,454500.0,Pensioner,Secondary / secondary special,-23613,365243,-4720,,3,3,XNA,,0.4439782700828197,0.6041125998015721,,,,,-551.0
159553,0,M,332473.5,274500.0,Working,Secondary / secondary special,-11789,-1534,-3809,,2,2,Business Entity Type 3,0.3656181553455922,0.666952671821014,,0.375,0.375,0.375,0.1053,-137.0
159554,0,F,254700.0,225000.0,Pensioner,Secondary / secondary special,-25053,365243,-4294,,1,1,XNA,,0.6524972735769614,0.5531646987710016,0.1667,0.1667,0.1667,0.0675,-2163.0
159556,0,F,900000.0,900000.0,Commercial associate,Secondary / secondary special,-16716,-5543,-273,,1,1,Trade: type 7,,0.8027441730155959,0.3539876078507373,0.4583,0.4583,0.4583,0.33,-588.0
159557,0,F,104256.0,90000.0,Working,Higher education,-10108,-2409,-2775,Drivers,2,2,School,0.481152655766416,0.6772889049207736,0.3740208032583212,0.0417,0.0417,0.0417,0.0123,-1022.0
159558,0,F,90000.0,90000.0,Working,Secondary / secondary special,-9957,-918,-1316,,3,3,Business Entity Type 3,0.143485206948765,0.3419146510586838,,,,,,-1121.0
159559,0,F,109008.0,90000.0,Commercial associate,Higher education,-15650,-980,-2772,Laborers,2,2,Business Entity Type 3,0.7100252824938893,0.6417115400237713,,0.1667,0.1667,0.1667,0.0422,-562.0
159560,0,F,254700.0,225000.0,Commercial associate,Secondary / secondary special,-12793,-2588,-138,Laborers,2,2,Self-employed,0.5544190034063704,0.0902714996641795,,0.1667,0.1667,0.1667,0.0819,0.0
159561,0,F,203760.0,180000.0,Working,Secondary / secondary special,-10406,-195,-4,Laborers,3,3,Business Entity Type 3,,0.356734817900957,0.4956658291397297,,,,0.0313,-1214.0
159564,0,M,675000.0,675000.0,Working,Secondary / secondary special,-14011,-5443,-4869,Laborers,2,2,Industry: type 11,,0.4083369050044323,0.5797274227921155,,,,,-1462.0
159566,0,M,528633.0,472500.0,Pensioner,Secondary / secondary special,-21634,365243,-326,,2,2,XNA,0.4189670249978147,0.2979106014865662,0.4400578303966329,,,,,-146.0
159567,0,F,900000.0,900000.0,Commercial associate,Secondary / secondary special,-12955,-970,-3820,Sales staff,1,1,Business Entity Type 3,,0.3790488009362253,0.4365064990977374,,,,,-810.0
159568,0,F,487971.0,463500.0,Pensioner,Secondary / secondary special,-23699,365243,-4732,,2,2,XNA,,0.6414701722732076,0.7281412993111438,0.375,0.375,0.375,0.2285,-1566.0
159570,0,F,450000.0,450000.0,Commercial associate,Secondary / secondary special,-15002,-1466,-4920,Laborers,2,2,Business Entity Type 2,,0.6584724255095251,0.6785676886853644,0.1667,0.1667,0.1667,0.0935,-3059.0
159571,0,F,1113840.0,900000.0,Commercial associate,Secondary / secondary special,-16382,-686,-5187,Core staff,2,2,Insurance,,0.7129161795969795,0.5334816299804352,0.1667,0.1667,0.1667,0.0173,-986.0
159572,0,F,2410380.0,2250000.0,Commercial associate,Higher education,-13171,-2985,-5303,Managers,2,2,Medicine,,0.7378799119620442,0.5262949398096192,0.1667,0.1667,0.1667,0.0506,-2342.0
159573,1,F,1255680.0,1125000.0,Commercial associate,Secondary / secondary special,-18988,-5861,-2533,Sales staff,2,2,Self-employed,,0.7298209243138032,0.6690566947824041,0.1667,0.1667,0.1667,0.0521,-756.0
159574,1,F,770292.0,688500.0,Commercial associate,Secondary / secondary special,-16756,-3610,-282,,1,1,Business Entity Type 1,,0.7621692520088839,0.6706517530862718,0.5,0.5417,0.5417,0.1699,0.0
159575,0,M,536917.5,463500.0,Commercial associate,Secondary / secondary special,-13889,-3904,-4802,Laborers,2,2,Construction,0.2121520180108534,0.6520608103163921,,0.0833,0.0833,0.0833,0.0318,-1809.0
159576,1,F,900000.0,900000.0,Working,Higher education,-12244,-2298,-3646,Accountants,2,2,Self-employed,0.2523734905845499,0.6277604124529922,0.1221797440301585,,,,,-399.0
159577,0,F,755190.0,675000.0,Working,Secondary / secondary special,-17356,-9962,-895,Laborers,3,3,Telecom,,0.6635096885539535,0.5691487713619409,,,,,-1925.0
159580,0,F,517500.0,517500.0,Working,Secondary / secondary special,-20339,-11785,-3884,,2,2,Housing,,0.4873050140689246,0.6690566947824041,0.1667,0.1667,0.1667,0.0975,0.0
159582,0,F,254700.0,225000.0,Working,Higher education,-18284,-1228,-1838,Sales staff,2,2,Trade: type 7,0.6067325480753119,0.7136987650346049,0.7544061731797895,,,,,-1123.0
159583,0,F,808650.0,675000.0,Working,Secondary / secondary special,-12442,-1520,-2080,Core staff,2,2,Medicine,0.5051406044695251,0.1702400333522694,,,,,,0.0
159584,0,F,296280.0,225000.0,Pensioner,Secondary / secondary special,-19778,365243,-3291,,2,2,XNA,,0.2115967184834005,0.3201633668633456,0.0417,0.0417,0.0417,0.0097,-770.0
159585,0,M,425133.0,351000.0,Pensioner,Secondary / secondary special,-23640,365243,-4732,,3,3,XNA,,0.4657834785598301,0.5602843280409464,,,,,-1415.0
159586,0,F,1005120.0,720000.0,Working,Secondary / secondary special,-17297,-3482,-823,Laborers,3,3,Industry: type 9,,0.4572569351779097,0.3474182272002641,0.0417,0.0417,0.0417,0.0122,-1284.0
159587,0,F,1183396.5,1134000.0,Commercial associate,Secondary / secondary special,-15990,-983,-4166,Managers,2,2,Trade: type 7,,0.5100486844059661,0.2940831009471255,,,,,-2.0
159588,0,F,931401.0,832500.0,Pensioner,Secondary / secondary special,-22436,365243,-4695,,2,2,XNA,,0.3516079787545572,0.7136313997323308,,,,,0.0
159589,0,M,152820.0,135000.0,Working,Secondary / secondary special,-11127,-961,-3703,Laborers,2,2,Self-employed,,0.6850345815957573,0.4920600938649263,0.3333,0.3333,0.3333,0.208,-1295.0
159590,0,F,1418692.5,1305000.0,Working,Higher education,-9598,-326,-725,Core staff,2,2,Self-employed,0.0644065781876543,0.6268401585795329,,0.3333,0.3333,0.3333,0.1115,-1468.0
159591,0,M,450000.0,450000.0,Working,Higher education,-11432,-3952,-3607,,2,2,Government,0.6352579864373846,0.429557015299241,0.7700870700124128,,,,,-1778.0
159592,0,F,547344.0,472500.0,Pensioner,Secondary / secondary special,-23030,365243,-4371,,2,2,XNA,,0.6940548814066986,0.7267112092725122,0.0833,0.0833,0.0833,0.0147,0.0
159593,0,F,1099350.0,787500.0,Working,Secondary / secondary special,-13720,-5085,-4585,,3,2,Other,,0.4517865295634188,0.6674577419214722,0.375,0.375,0.375,0.1453,-817.0
159595,0,M,269550.0,225000.0,Working,Secondary / secondary special,-13087,-884,-4066,Laborers,2,2,Housing,,0.6630554878095141,,,,,,-720.0
159596,0,F,566055.0,472500.0,Pensioner,Secondary / secondary special,-22397,365243,-4957,,3,3,XNA,,0.4887365175666665,0.7610263695502636,,,,,-1660.0
159597,0,F,916470.0,765000.0,Working,Secondary / secondary special,-21150,-6581,-4650,,2,2,Self-employed,,0.7503443904468583,0.1473459180275725,0.1667,0.1667,0.1667,0.0924,-2867.0
159599,1,M,450000.0,450000.0,Working,Secondary / secondary special,-13236,-1862,-4539,Laborers,2,2,Industry: type 5,0.1147343465162834,0.642836971947398,,0.375,0.375,0.375,0.2332,-2536.0
159600,0,F,270000.0,270000.0,Working,Higher education,-11830,-4718,-465,,2,2,Government,0.6916501829716303,0.7462463080536619,0.4614823912998385,,,,,-376.0
159601,0,F,127350.0,112500.0,Commercial associate,Secondary / secondary special,-11043,-1413,-960,Sales staff,2,2,Business Entity Type 3,,0.5968496565662158,0.6296742509538716,,,,,-680.0
